freezone,activity_code,activity_name,industry_group,keywords,approval_required,approval_authority,is_active
ANCFZ,2420004,Silver Extraction from Chemical Wastes,Chemical –Oil & Gas,"silver extraction from chemical wastes, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2599109,Gas Cylinders Manufacturing,Chemical –Oil & Gas,"gas cylinders manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2512005,Pressure Vessels Manufacturing,Chemical –Oil & Gas,"pressure vessels manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2720002,Dry Batteries Manufacturing,Chemical –Oil & Gas,"dry batteries manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2220035,Plastic Covers Manufacturing,Chemical –Oil & Gas,"plastic covers manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2220001,Disposable Plastic Cutlery Manufacturing,Chemical –Oil & Gas,"disposable plastic cutlery manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2220008,Plastic Bags Manufacturing,Chemical –Oil & Gas,"plastic bags manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2011010,Composed Industrial Chemicals Manufacturing,Chemical –Oil & Gas,"composed industrial chemicals manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1920016,Chlorinated Paraffin Oil Manufacturing,Chemical –Oil & Gas,"chlorinated paraffin oil manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2012007,Chemical Fertilizers Manufacturing,Chemical –Oil & Gas,"chemical fertilizers manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2710010,Power Distribution and Transmission Equipment Manufacturing,Chemical –Oil & Gas,"power distribution and transmission equipment manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3520001,Gas Fuel Kinds Production,Chemical –Oil & Gas,"gas fuel kinds production, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1920002,Natural Gas Liquefaction,Chemical –Oil & Gas,"natural gas liquefaction, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2220044,Plastic Cubes Manufacturing,Chemical –Oil & Gas,"plastic cubes manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2021001,House Pesticides Manufacturing,Chemical –Oil & Gas,"house pesticides manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2790006,Heat Elements Manufacturing,Chemical –Oil & Gas,"heat elements manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2022002,Anti Corrosion Materials Manufacturing,Chemical –Oil & Gas,"anti corrosion materials manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1920001,Fuel Manufacturing,Chemical –Oil & Gas,"fuel manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2022003,Insulation Materials Manufacturing,Chemical –Oil & Gas,"insulation materials manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2100105,Medicinal Chemicals Manufacturing,Chemical –Oil & Gas,"medicinal chemicals manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1920006,Lubricants Manufacturing,Chemical –Oil & Gas,"lubricants manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2023006,Detergents & Disinfectants Manufacturing -Import & Export,Chemical –Oil & Gas,"detergents & disinfectants manufacturing -import & export, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2023007,Industrial Detergents Manufacturing,Chemical –Oil & Gas,"industrial detergents manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3830101,Metal Scrap Processing,Chemical –Oil & Gas,"metal scrap processing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3830909,Organic Waste Processing,Chemical –Oil & Gas,"organic waste processing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3830901,Glass Waste Processing,Chemical –Oil & Gas,"glass waste processing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3830902,Lubricant Waste Recycling,Chemical –Oil & Gas,"lubricant waste recycling, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2029001,Fire Extinguishing Materials Manufacturing,Chemical –Oil & Gas,"fire extinguishing materials manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3290020,Coal Cubes Manufacturing,Chemical –Oil & Gas,"coal cubes manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3700001,Assembling of water treatment systems and blending of related chemicals,Chemical –Oil & Gas,"assembling of water treatment systems and blending of related chemicals, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2819904,Fire Fighting Equipment Manufacturing,Chemical –Oil & Gas,"fire fighting equipment manufacturing, chemical –oil & gas, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,910001,Natural Gas and Oil Well Drilling,Chemical –Oil & Gas,"natural gas and oil well drilling, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4661010,Wholesale of Pledges refueling and fuel,Chemical –Oil & Gas,"wholesale of pledges refueling and fuel, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,1920003,Natural Gas Bottling,Chemical –Oil & Gas,"natural gas bottling, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4923002,Raw Materials Land Transportation,Chemical –Oil & Gas,"raw materials land transportation, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7210004,Geological and Geophysical Consultancy and Studies and Researches,Chemical –Oil & Gas,"geological and geophysical consultancy and studies and researches, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,5012004,Marine Transportation of Petroleum and Gas Between Countries,Chemical –Oil & Gas,"marine transportation of petroleum and gas between countries, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7210005,Consultancy and Studies and Researches in Renewable Energy,Chemical –Oil & Gas,"consultancy and studies and researches in renewable energy, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7110948,Petroleum Recycling Units Engineering Consultancy,Chemical –Oil & Gas,"petroleum recycling units engineering consultancy, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7110952,Petrochemical Engineering Consultancy,Chemical –Oil & Gas,"petrochemical engineering consultancy, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7110932,Petroleum Recycling Engineering Consultancy,Chemical –Oil & Gas,"petroleum recycling engineering consultancy, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7120002,Chemical and Biological Analysis Lab,Chemical –Oil & Gas,"chemical and biological analysis lab, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7110404,Petroleum and Natural Gas Searching and Exploration Consultancy,Chemical –Oil & Gas,"petroleum and natural gas searching and exploration consultancy, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7110947,Petroleum and Gas Tank Pipes Building Engineering Consultancy,Chemical –Oil & Gas,"petroleum and gas tank pipes building engineering consultancy, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,910018,"Oil and gas fields, land and sea services and Utilities",Chemical –Oil & Gas,"oil and gas fields, land and sea services and utilities, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,910002,Natural Gas and Oil Well Repair and Maintenance,Chemical –Oil & Gas,"natural gas and oil well repair and maintenance, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,910004,Natural Gas and Oil Well Fortification and Barricade,Chemical –Oil & Gas,"natural gas and oil well fortification and barricade, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,3812004,Poisonous Wastes Collection,Chemical –Oil & Gas,"poisonous wastes collection, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,5210003,Gas and Petroleum Materials Storing,Chemical –Oil & Gas,"gas and petroleum materials storing, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7110403,Alternative Power and Researches Consultancy,Chemical –Oil & Gas,"alternative power and researches consultancy, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7120018,Laboratory examination of high-pressure equipment to oil fields,Chemical –Oil & Gas,"laboratory examination of high-pressure equipment to oil fields, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7730045,Rental of alternative energy equipment and supplies,Chemical –Oil & Gas,"rental of alternative energy equipment and supplies, chemical –oil & gas, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7110207,Consulting Engineering for Green Buildings,Construction,"consulting engineering for green buildings, construction, services, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4100010,Green Buildings Construction materials Trading,Construction,"green buildings construction materials trading, construction, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4791006,Equipment E-Trading,Construction,"equipment e-trading, construction, e-commerce, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2592001,Metal Products Coating With Precious Metals,Construction,"metal products coating with precious metals, construction, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,6820002,Residential Units Leasing Services in Time Share System,Construction & Real Estate,"residential units leasing services in time share system, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,6810001,Land and Real Estate Purchase and Sale,Construction & Real Estate,"land and real estate purchase and sale, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4220103,Communication Network Contracting,Construction & Real Estate,"communication network contracting, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4322010,Construction Metal structures Installation,Construction & Real Estate,"construction metal structures installation, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4312005,Sand Stabilizing Work Execution,Construction & Real Estate,"sand stabilizing work execution, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4100003,Metal Establishment Contracting,Construction & Real Estate,"metal establishment contracting, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4220101,Building Contracting Turnkey Projects Contracting,Construction & Real Estate,"building contracting turnkey projects contracting, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4390013,Fence And Barbed Wire Works,Construction & Real Estate,"fence and barbed wire works, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4773507,Retai sale of Central Air Refining Equipment,Construction & Real Estate,"retai sale of central air refining equipment, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4290910,"Work of the stadiums, gyms and maintenance",Construction & Real Estate,"work of the stadiums, gyms and maintenance, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4321012,Pipe Networks And Specialized Connections Installations,Construction & Real Estate,"pipe networks and specialized connections installations, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4220201,Water Desalination and Treatment Stations Contracting,Construction & Real Estate,"water desalination and treatment stations contracting, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,6499002,"Industrial Enterprises Investment, Institution and Management",Construction & Real Estate,"industrial enterprises investment, institution and management, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,6499004,"Investment in Trading, Industrial, Real-Estate and Agriculture projects,",Construction & Real Estate,"investment in trading, industrial, real-estate and agriculture projects,, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4773935,Plumbing & Sanitary Contracting,Construction & Real Estate,"plumbing & sanitary contracting, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4220301,Sewerage Treatment Stations Contracting,Construction & Real Estate,"sewerage treatment stations contracting, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4690005,Smelters & Furnaces Refractory Materials Trading Import & Export,Construction & Real Estate,"smelters & furnaces refractory materials trading import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,6810004,Commercial Complex,Construction & Real Estate,"commercial complex, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4663027,Building & Construction Materials Trading Import & Export,Construction & Real Estate,"building & construction materials trading import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4663018,Pipes & Fittings Trading Import & Export,Construction & Real Estate,"pipes & fittings trading import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2824011,Construction Equipment & Machinery Spare Parts Trading Import & Export,Construction & Real Estate,"construction equipment & machinery spare parts trading import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4659103,"Pumps, Engines, Valves & Spare Parts Trading -Import & Export",Construction & Real Estate,"pumps, engines, valves & spare parts trading -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4663020,Wholesale of Glass and Mirror Trading -Import & Export,Construction & Real Estate,"wholesale of glass and mirror trading -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4663004,Wholesale of Sanitary Ware and Connections Trading - Import & Export,Construction & Real Estate,"wholesale of sanitary ware and connections trading - import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4663010,Electrical Fittings Trading - Import & Export,Construction & Real Estate,"electrical fittings trading - import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4663002,Wholesale of Cement and Gypsum Trading -Import & Export,Construction & Real Estate,"wholesale of cement and gypsum trading -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4663019,"Wholesale of Building Sand, Pebbles and Stones Trading - Import & Export",Construction & Real Estate,"wholesale of building sand, pebbles and stones trading - import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4663021,"Wholesale of Buildings, Windows and Doors Metal Products Trading -Import & Export",Construction & Real Estate,"wholesale of buildings, windows and doors metal products trading -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4663009,Tiles & Flooring Materials Trading,Construction & Real Estate,"tiles & flooring materials trading, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4663031,Wires & Cables Trading - Import & Export,Construction & Real Estate,"wires & cables trading - import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4663013,Wholesale of Cement Products Trading -Import & Export,Construction & Real Estate,"wholesale of cement products trading -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4663014,Wholesale of Gypsum Products Trading -Import & Export,Construction & Real Estate,"wholesale of gypsum products trading -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4663001,Timber trade -Import & Export,Construction & Real Estate,"timber trade -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4659301,Wholesale of Construction and Building Equipment and Machinery and Outfit Trading -Import & Export,Construction & Real Estate,"wholesale of construction and building equipment and machinery and outfit trading -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4659926,Wholesale of Well Drilling Equipment Trading -Import & Export,Construction & Real Estate,"wholesale of well drilling equipment trading -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4663037,Wholesale of Swimming Pools Trading -Import & Export,Construction & Real Estate,"wholesale of swimming pools trading -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4663005,Wholesale of Tanks and Reservoirs Trading -Import & Export,Construction & Real Estate,"wholesale of tanks and reservoirs trading -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4659208,Printing Equipment & Instruments Trading -Import & Export,Construction & Real Estate,"printing equipment & instruments trading -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4659201,Workshop Equipment and Machines and Spare Parts Trading -Import & Export,Construction & Real Estate,"workshop equipment and machines and spare parts trading -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4663008,Wholesale of Natural Stone Trading -Import & Export,Construction & Real Estate,"wholesale of natural stone trading -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4663015,Wholesale of Wood Products Trading -Import & Export,Construction & Real Estate,"wholesale of wood products trading -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,6499004,Investment and development of real estate projects and their establishment and management,Construction & Real Estate,"investment and development of real estate projects and their establishment and management, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4773509,Lighting Equipment & Requisites Trading-Import & Export,Construction & Real Estate,"lighting equipment & requisites trading-import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,6810,Real estate activities with own or lease property,Construction & Real Estate,"real estate activities with own or lease property, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,6810,Real estate activies with own or lease property,Construction & Real Estate,"real estate activies with own or lease property, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4649014,Kitchen Cabinets & Fixtures Products Trading,Construction & Real Estate,"kitchen cabinets & fixtures products trading, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4773509,led lighting trading,Construction & Real Estate,"led lighting trading, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,46630,Building & Construction Materials Trading,Construction & Real Estate,"building & construction materials trading, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4652014,Electrical & Electronic Appliances Spare Parts Trading -Import & Export,Construction & Real Estate,"electrical & electronic appliances spare parts trading -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4662002,Steel & Basic Steel Products Trading –Import & Export,Construction & Real Estate,"steel & basic steel products trading –import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4662004,Non-Ferrous Metal Trading - Import & Export,Construction & Real Estate,"non-ferrous metal trading - import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4752037,Building Hardware & Tools Trading -Import & Export,Construction & Real Estate,"building hardware & tools trading -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4659954,Electrical & Electronic Appliances Spare Parts Trading -Import & Export,Construction & Real Estate,"electrical & electronic appliances spare parts trading -import & export, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4659108,Wholesale of Electricity Transformers and Outfit Trading,Construction & Real Estate,"wholesale of electricity transformers and outfit trading, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4752051,Retail Sale Of insulation material,Construction & Real Estate,"retail sale of insulation material, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4773621,Retail sale of Hydropanels,Construction & Real Estate,"retail sale of hydropanels, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,4773965,Retail sale of Cutters (sheet metal) Fire,Construction & Real Estate,"retail sale of cutters (sheet metal) fire, construction & real estate, commercial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,7020014,Health Planning & Consultancies,Construction & Real Estate,"health planning & consultancies, construction & real estate, freelancer, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2511010,Scaffolds & Ladders Manufacturing,Construction & Real Estate,"scaffolds & ladders manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2824010,Oil and Gas fields Equipment Manufacturing,Construction & Real Estate,"oil and gas fields equipment manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2392002,Red Bricks Manufacturing,Construction & Real Estate,"red bricks manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2392005,Structural Clay Products Manufacturing,Construction & Real Estate,"structural clay products manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2394001,Cement Manufacturing,Construction & Real Estate,"cement manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2220003,Plastic Pipes Manufacturing,Construction & Real Estate,"plastic pipes manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2391002,Bricks Manufacturing,Construction & Real Estate,"bricks manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2220006,Plastic Sheets Manufacturing,Construction & Real Estate,"plastic sheets manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2394002,Cement Tiles Manufacturing,Construction & Real Estate,"cement tiles manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2392006,Mosaic tiles Manufacturing,Construction & Real Estate,"mosaic tiles manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2220015,Plastic Chips Manufacturing,Construction & Real Estate,"plastic chips manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2394003,Kerb Stones Manufacturing,Construction & Real Estate,"kerb stones manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2395002,Ready Mixed Concrete Manufacturing,Construction & Real Estate,"ready mixed concrete manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2395001,Precast Building Manufacturing,Construction & Real Estate,"precast building manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2512001,Water and Liquids Tanks Manufacturing,Construction & Real Estate,"water and liquids tanks manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2599110,Metal Buckets Manufacturing,Construction & Real Estate,"metal buckets manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2395005,Cement Products manufacturing,Construction & Real Estate,"cement products manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2392007,Concrete Blocks Manufacturing,Construction & Real Estate,"concrete blocks manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2220024,Plastic Buckets and Containers Manufacturing,Construction & Real Estate,"plastic buckets and containers manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2392008,Interlock Tiles Manufacturing,Construction & Real Estate,"interlock tiles manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2710005,Manufacture of control panels for electric power distribution,Construction & Real Estate,"manufacture of control panels for electric power distribution, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2732001,Power Distribution and Transmission Cables Manufacturing,Construction & Real Estate,"power distribution and transmission cables manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2819206,Ventilation Equipment manufacturing,Construction & Real Estate,"ventilation equipment manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2396004,"Marble Cutting, Grinding and Polishing",Construction & Real Estate,"marble cutting, grinding and polishing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2394004,Lime Manufacturing,Construction & Real Estate,"lime manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2599115,Metal Chambers Manufacturing,Construction & Real Estate,"metal chambers manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2750007,Electrical Home Appliances Manufacturing,Construction & Real Estate,"electrical home appliances manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2395007,Gypsum Manufacturing,Construction & Real Estate,"gypsum manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2395008,Gypsum Products Manufacturing,Construction & Real Estate,"gypsum products manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2310002,Safety Glass Manufacturing,Construction & Real Estate,"safety glass manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
ANCFZ,2310004,Wool Glass Manufacturing,Construction & Real Estate,"wool glass manufacturing, construction & real estate, industrial, ancfz, ajman nuventures centre free zone, ajman free zone",false,,true
